fact,rho,s_del,s_surv,margin,r_f
f8cdfddf-9cf6-47a0-9325-02b2b957f3a4,0.85,0.941280722618103,,,False
c31c88e9-930d-4fce-ad3f-b14138e8d788,0.85,0.9351110458374023,,,False
b561c994-2403-40e7-a6d6-7810edc5081c,0.85,,,,False
0bfcf9bf-2c3e-4cea-a452-89d7fed81720,0.85,0.90153968334198,,,False
5afcabf6-b05a-4ce8-9cb6-d6d6b78effed,0.85,0.9583923816680908,,,True
ecd035ba-74ab-489d-bc89-3930df37d344,0.85,0.9280718564987183,,,False
3ec534b0-61a0-43a3-a3d0-b4e28597cbd5,0.85,0.9503487348556519,,,False
962bdc20-e3bf-43dd-a844-fb6f4265518e,0.85,0.9452413320541382,,,False
4df0fd72-a553-4c75-bf12-d7932d21ef72,0.85,0.9438813328742981,,,False
71bd1e17-c052-4a92-a60a-f1b84b3833fe,0.85,0.958196759223938,,,False
9fa4c257-1c76-4df1-a8bd-84f96f6a2a78,0.85,,,,False
9c77389f-3326-40c3-bf3e-85023b2f8a19,0.85,0.9192835092544556,,,False
60f025f5-b304-4adc-a3be-cb4823f4d584,0.85,0.9476751685142517,,,True
